timestamp,q_0.05,q_0.95,q_0.5
2020-08-01,157.5,157.5,157.5
2020-09-01,152.8,152.8,152.8
2020-10-01,153.2,153.2,153.2
2020-11-01,160.5,160.5,160.5
2020-12-01,165.8,165.8,165.8
2021-01-01,168.5,168.5,168.5
2021-02-01,163.8,163.8,163.8
2021-03-01,162.5,162.5,162.5
2021-04-01,161.8,161.8,161.8
2021-05-01,161.9,161.9,161.9
2021-06-01,164.8,164.8,164.8
2021-07-01,164.2,164.2,164.2
2021-08-01,157.2,157.2,157.2
2021-09-01,151.2,151.2,151.2
2021-10-01,148.5,148.5,148.5
2021-11-01,156.5,156.5,156.5
2021-12-01,160.4,160.4,160.4
