timestamp,q_0.05,q_0.95,q_0.5
2017-07-01,138.55,138.55,138.55
2017-08-01,132.14999999999998,132.14999999999998,132.14999999999998
2017-09-01,128.35,128.35,128.35
2017-10-01,126.55,126.55,126.55
2017-11-01,132.05,132.05,132.05
2017-12-01,135.25,135.25,135.25
2018-01-01,138.85000000000002,138.85000000000002,138.85000000000002
2018-02-01,140.89999999999998,140.89999999999998,140.89999999999998
2018-03-01,141.39999999999998,141.39999999999998,141.39999999999998
2018-04-01,139.45,139.45,139.45
2018-05-01,142.2,142.2,142.2
2018-06-01,144.45,144.45,144.45
2018-07-01,143.1,143.1,143.1
2018-08-01,136.25,136.25,136.25
2018-09-01,134.3,134.3,134.3
2018-10-01,132.8,132.8,132.8
2018-11-01,137.6,137.6,137.6
2018-12-01,140.25,140.25,140.25
