timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,152.6,152.6,152.6
2019-09-01,147.8,147.8,147.8
2019-10-01,145.2,145.2,145.2
2019-11-01,154.8,154.8,154.8
2019-12-01,163.2,163.2,163.2
2020-01-01,166.5,166.5,166.5
2020-02-01,168.8,168.8,168.8
2020-03-01,167.1,167.1,167.1
2020-04-01,166.0,166.0,166.0
2020-05-01,166.5,166.5,166.5
2020-06-01,172.2,172.2,172.2
2020-07-01,170.0,170.0,170.0
2020-08-01,164.2,164.2,164.2
2020-09-01,159.4,159.4,159.4
2020-10-01,156.8,156.8,156.8
2020-11-01,166.4,166.4,166.4
2020-12-01,174.8,174.8,174.8
