timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,178.5,178.5,178.5
2022-09-01,179.1,179.1,179.1
2022-10-01,180.3,180.3,180.3
2022-11-01,181.5,181.5,181.5
2022-12-01,182.4,182.4,182.4
2023-01-01,183.2,183.2,183.2
2023-02-01,184.1,184.1,184.1
2023-03-01,184.8,184.8,184.8
2023-04-01,185.5,185.5,185.5
2023-05-01,186.2,186.2,186.2
2023-06-01,186.9,186.9,186.9
2023-07-01,187.6,187.6,187.6
2023-08-01,188.3,188.3,188.3
2023-09-01,189.0,189.0,189.0
2023-10-01,189.7,189.7,189.7
2023-11-01,190.4,190.4,190.4
2023-12-01,191.1,191.1,191.1
