timestamp,q_0.05,q_0.95,q_0.5
2018-08-01,152.4,152.4,152.4
2018-09-01,153.0,153.0,153.0
2018-10-01,153.6,153.6,153.6
2018-11-01,154.2,154.2,154.2
2018-12-01,154.8,154.8,154.8
2019-01-01,155.4,155.4,155.4
2019-02-01,156.0,156.0,156.0
2019-03-01,156.6,156.6,156.6
2019-04-01,157.2,157.2,157.2
2019-05-01,157.8,157.8,157.8
2019-06-01,158.4,158.4,158.4
2019-07-01,159.0,159.0,159.0
2019-08-01,159.6,159.6,159.6
2019-09-01,160.2,160.2,160.2
2019-10-01,160.8,160.8,160.8
2019-11-01,161.4,161.4,161.4
2019-12-01,162.0,162.0,162.0
