category,top_experiment,mean_score,std_score
food_cpi: Dairy products and eggs,ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_ChronosModel+ag_local_ChronosModel+ag_local_TemporalFusionTransformerModel,0.02125109511410576,0.011804214142294198
food_cpi: Dairy products and eggs,ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_local_ChronosModel,0.021272125165908203,0.012108896097746898
food_cpi: Dairy products and eggs,ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_ChronosModel+ag_local_TemporalFusionTransformerModel,0.021330430929471192,0.012982278458042855
food_cpi: Dairy products and eggs,ag_local_ChronosModel+ag_local_AutoETSModel+ag_global_all_SimpleFeedForwardModel,0.02135274165150503,0.014694273877699053
food_cpi: Dairy products and eggs,ag_local_ChronosModel+ag_global_all_ChronosModel+ag_local_TemporalFusionTransformerModel,0.02139094459617766,0.010660217083053281
"food_cpi: Fish, seafood and other marine products",ag_local_AutoETSModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.016889626533861928,0.012264539242631082
"food_cpi: Fish, seafood and other marine products",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel+ag_local_AutoETSModel,0.016889626533861928,0.01226453924263109
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel+ag_local_AutoETSModel,0.01710029092857483,0.012664093481405254
"food_cpi: Fish, seafood and other marine products",ag_local_AutoETSModel+ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.017100290928574832,0.01266409348140527
"food_cpi: Fish, seafood and other marine products",ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel+ag_local_AutoETSModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_manufacturing_,0.017102040433334686,0.012494833945512568
"food_cpi: Fish, seafood and other marine products",ag_local_AutoETSModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_manufacturing_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.017102040433334693,0.01249483394551256
"food_cpi: Fish, seafood and other marine products",ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel+ag_local_AutoETSModel,0.017131008309908994,0.012959642086306927
"food_cpi: Fish, seafood and other marine products",ag_local_AutoETSModel+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.017131008309909,0.012959642086306912
"food_cpi: Fish, seafood and other marine products",ag_local_AutoETSModel,0.01715722511197967,0.012116703697292305
"food_cpi: Fish, seafood and other marine products",ag_local_AutoETSModel+ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel,0.017214999947335836,0.013256576197039979
food_cpi: Food purchased from restaurants,ag_global_all_ChronosModel+ag_local_AutoARIMAModel,0.009215616140611638,0.010505662505024143
food_cpi: Food purchased from restaurants,ag_local_AutoARIMAModel+ag_local_TemporalFusionTransformerModel,0.009643572966482146,0.009609880516388215
food_cpi: Food purchased from restaurants,ag_local_AutoARIMAModel,0.009691350413952457,0.009810989598182036
food_cpi: Food purchased from restaurants,ag_global_all_ChronosModel+ag_local_AutoARIMAModel+ag_local_TemporalFusionTransformerModel,0.009772976336008496,0.009830969247752622
food_cpi: Food purchased from restaurants,ag_global_all_ChronosModel+ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.009942371681487747,0.01106662837278853
food_cpi: Food purchased from restaurants,ag_local_AutoARIMAModel+ag_local_ChronosModel,0.01024359981491686,0.010455951725778326
food_cpi: Food purchased from restaurants,ag_global_all_ChronosModel+ag_local_AutoARIMAModel+ag_local_ChronosModel,0.010292284750062792,0.010535001070218835
food_cpi: Food purchased from restaurants,ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_ChronosModel+ag_local_ChronosModel+ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.010317753942170178,0.012062734753116238
food_cpi: Food purchased from restaurants,ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_local_ChronosModel+ag_global_all_ChronosModel+ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.010317753942170181,0.012062734753116238
food_cpi: Food purchased from restaurants,ag_global_all_ChronosModel,0.01033064314224148,0.010348209730668216
food_cpi: Food,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.019457795164935406,0.016581259952153937
food_cpi: Food,ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.019457795164935406,0.016581259952153937
food_cpi: Food,ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.019591039064071534,0.016417381485814245
food_cpi: Food,ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.019591039064071534,0.016417381485814245
food_cpi: Food,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.019591039064071537,0.01641738148581424
food_cpi: Food,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.019591039064071548,0.016417381485814248
food_cpi: Food,ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.019591039064071548,0.016417381485814248
food_cpi: Food,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_ChronosModel+ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.019660095211516293,0.017404319056319204
food_cpi: Food,ag_global_all_ChronosModel+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.0196600952115163,0.017404319056319194
food_cpi: Food,ag_global_all_ChronosModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.019660095211516303,0.017404319056319197
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_,0.02502859397857019,0.014321413516573626
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.025397020661775006,0.016772670266756544
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_,0.025480783248175088,0.016575710936217774
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_local_SimpleFeedForwardModel,0.025583978071807928,0.01722097999602388
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.025680867483806446,0.017743080267864874
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_local_SimpleFeedForwardModel,0.02580424940355505,0.01787681534832987
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_local_SimpleFeedForwardModel,0.02589698581797514,0.01600108966173531
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.025970593987852304,0.013664647636963198
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp5_climate_+ag_local_SimpleFeedForwardModel,0.02600179285387297,0.01683545544738084
"food_cpi: Fruit, fruit preparations and nuts",ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_TemporalFusionTransformerModel_exp1_llm_,0.02605055948896312,0.01565220751354564
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+ag_global_all_ChronosModel+ag_local_PatchTSTModel,0.01471101225402209,0.008007855720493054
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_ChronosModel+ag_local_PatchTSTModel,0.015243243867859496,0.008034391844417121
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+claude-3-5-sonnet-20240620_report_False+ag_global_all_ChronosModel+ag_local_PatchTSTModel,0.015285259994013803,0.008345973972151534
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+ag_global_all_ChronosModel+ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_local_PatchTSTModel,0.015420367436133078,0.007385452903054307
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+ag_global_all_TemporalFusionTransformerModel_exp5_geopolitical_+ag_global_all_ChronosModel+ag_local_PatchTSTModel,0.015438721412010477,0.007445243491970123
food_cpi: Meat,claude-3-5-sonnet-20240620_report_False+ag_global_all_ChronosModel+ag_local_PatchTSTModel,0.015464567531180964,0.008017811754275612
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+claude-3-5-sonnet-20240620_report_False+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_local_PatchTSTModel,0.015488164808077113,0.007823660360550396
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+claude-3-5-sonnet-20240620_report_False+ag_local_PatchTSTModel,0.015488191443221779,0.009613643719185102
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+ag_global_all_TemporalFusionTransformerModel_exp1_llm_+ag_local_PatchTSTModel,0.015494367085201575,0.0073327601576473
food_cpi: Meat,claude-3-5-sonnet-20240620_report_True+ag_global_all_TemporalFusionTransformerModel_exp5_geopolitical_+ag_local_PatchTSTModel,0.015532674881424754,0.0076729618272977276
food_cpi: Other food products and non-alcoholic beverages,ag_global_all_ChronosModel+ag_local_AutoETSModel+ag_global_all_SimpleFeedForwardModel+ag_local_TemporalFusionTransformerModel,0.025288185554669728,0.024790759892092326
food_cpi: Other food products and non-alcoholic beverages,ag_local_AutoETSModel+ag_global_all_SimpleFeedForwardModel+ag_local_TemporalFusionTransformerModel,0.02530099163829896,0.02393627596635901
food_cpi: Other food products and non-alcoholic beverages,ag_local_ChronosModel+ag_local_AutoETSModel+ag_global_all_SimpleFeedForwardModel+ag_local_TemporalFusionTransformerModel,0.025348419416665196,0.025193576862789002
food_cpi: Other food products and non-alcoholic beverages,ag_local_AutoETSModel,0.02542402240195334,0.024702048367286136
food_cpi: Other food products and non-alcoholic beverages,ag_local_AutoETSModel+ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_,0.02547400051411482,0.02470284567637405
food_cpi: Other food products and non-alcoholic beverages,ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_local_AutoETSModel,0.02547400051411482,0.02470284567637405
food_cpi: Other food products and non-alcoholic beverages,ag_local_ChronosModel+ag_global_all_SimpleFeedForwardModel+ag_local_TemporalFusionTransformerModel,0.025691018030269536,0.02507690077798208
food_cpi: Other food products and non-alcoholic beverages,ag_global_all_ChronosModel+ag_global_all_SimpleFeedForwardModel+ag_local_TemporalFusionTransformerModel,0.025704918433181744,0.024462446095005575
food_cpi: Other food products and non-alcoholic beverages,ag_global_all_ChronosModel+ag_local_ChronosModel+ag_global_all_SimpleFeedForwardModel+ag_local_TemporalFusionTransformerModel,0.025743411072616264,0.025520457595364154
food_cpi: Other food products and non-alcoholic beverages,ag_global_all_SimpleFeedForwardModel_exp5_geopolitical_+ag_global_all_ChronosModel+ag_local_AutoETSModel,0.02586835650992718,0.025195539669811792
food_cpi: Vegetables and vegetable preparations,ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_local_PatchTSTModel,0.033273928145834325,0.01836058850140258
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_,0.033273928145834325,0.01836058850140258
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_,0.033547520082097944,0.02016649820657747
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_+ag_global_all_DeepARModel,0.034542672912289143,0.019311239817008788
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_all_DeepARModel,0.034848540306719966,0.018932039355740466
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_+ag_local_SimpleFeedForwardModel,0.03485767546774295,0.020665687472404562
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_+ag_local_DLinearModel,0.035352761271220376,0.021229640191875142
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp5_climate_+ag_local_SimpleFeedForwardModel,0.03538392272936349,0.01981818260985848
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_+ag_global_all_DeepARModel,0.0354374852199586,0.01987465973898697
food_cpi: Vegetables and vegetable preparations,ag_local_PatchTSTModel+ag_global_cpi_with_covariates_TemporalFusionTransformerModel_exp1_llm_,0.03545804477441967,0.02071089064482242
