timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,158.8,158.8,158.8
2019-09-01,158.1,158.1,158.1
2019-10-01,156.1,156.1,156.1
2019-11-01,157.3,157.3,157.3
2019-12-01,156.7,156.7,156.7
2020-01-01,157.9,157.9,157.9
2020-02-01,160.4,160.4,160.4
2020-03-01,160.0,160.0,160.0
2020-04-01,160.4,160.4,160.4
2020-05-01,162.0,162.0,162.0
2020-06-01,164.9,164.9,164.9
2020-07-01,168.5,168.5,168.5
2020-08-01,160.7,160.7,160.7
2020-09-01,160.4,160.4,160.4
2020-10-01,158.7,158.7,158.7
2020-11-01,159.9,159.9,159.9
2020-12-01,159.4,159.4,159.4
