timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,153.0,153.0,153.0
2019-09-01,152.9,152.9,152.9
2019-10-01,152.9,152.9,152.9
2019-11-01,152.3,152.3,152.3
2019-12-01,152.3,152.3,152.3
2020-01-01,153.7,153.7,153.7
2020-02-01,154.1,154.1,154.1
2020-03-01,154.1,154.1,154.1
2020-04-01,152.4,152.4,152.4
2020-05-01,154.8,154.8,154.8
2020-06-01,154.4,154.4,154.4
2020-07-01,154.4,154.4,154.4
2020-08-01,152.3,152.3,152.3
2020-09-01,152.3,152.3,152.3
2020-10-01,153.7,153.7,153.7
2020-11-01,153.7,153.7,153.7
2020-12-01,153.7,153.7,153.7
