timestamp,q_0.05,q_0.95,q_0.5
2024-08-01,186.4,186.4,186.4
2024-09-01,182.7,182.7,182.7
2024-10-01,179.3,179.3,179.3
2024-11-01,189.5,189.5,189.5
2024-12-01,191.4,191.4,191.4
2025-01-01,197.4,197.4,197.4
2025-02-01,200.3,200.3,200.3
2025-03-01,193.3,193.3,193.3
2025-04-01,188.0,188.0,188.0
2025-05-01,192.5,192.5,192.5
2025-06-01,193.0,193.0,193.0
2025-07-01,194.6,194.6,194.6
2025-08-01,189.2,189.2,189.2
2025-09-01,185.5,185.5,185.5
2025-10-01,182.1,182.1,182.1
2025-11-01,192.3,192.3,192.3
2025-12-01,194.2,194.2,194.2
