timestamp,q_0.05,q_0.95,q_0.5
2020-08-01,161.5,161.5,161.5
2020-09-01,158.5,158.5,158.5
2020-10-01,155.5,155.5,155.5
2020-11-01,160.0,160.0,160.0
2020-12-01,165.0,165.0,165.0
2021-01-01,170.0,170.0,170.0
2021-02-01,169.0,169.0,169.0
2021-03-01,166.0,166.0,166.0
2021-04-01,167.0,167.0,167.0
2021-05-01,164.0,164.0,164.0
2021-06-01,169.0,169.0,169.0
2021-07-01,170.5,170.5,170.5
2021-08-01,167.5,167.5,167.5
2021-09-01,164.5,164.5,164.5
2021-10-01,161.5,161.5,161.5
2021-11-01,166.0,166.0,166.0
2021-12-01,171.0,171.0,171.0
