timestamp,q_0.05,q_0.95,q_0.5
2021-08-01,151.8,151.8,151.8
2021-09-01,147.5,147.5,147.5
2021-10-01,145.9,145.9,145.9
2021-11-01,152.4,152.4,152.4
2021-12-01,155.3,155.3,155.3
2022-01-01,161.8,161.8,161.8
2022-02-01,162.5,162.5,162.5
2022-03-01,157.9,157.9,157.9
2022-04-01,154.2,154.2,154.2
2022-05-01,155.1,155.1,155.1
2022-06-01,157.3,157.3,157.3
2022-07-01,159.8,159.8,159.8
2022-08-01,153.4,153.4,153.4
2022-09-01,149.1,149.1,149.1
2022-10-01,147.5,147.5,147.5
2022-11-01,153.9,153.9,153.9
2022-12-01,156.8,156.8,156.8
