timestamp,q_0.05,q_0.95,q_0.5
2021-08-01,158.9,158.9,158.9
2021-09-01,159.3,159.3,159.3
2021-10-01,159.8,159.8,159.8
2021-11-01,160.2,160.2,160.2
2021-12-01,160.7,160.7,160.7
2022-01-01,161.2,161.2,161.2
2022-02-01,161.8,161.8,161.8
2022-03-01,162.3,162.3,162.3
2022-04-01,162.9,162.9,162.9
2022-05-01,163.4,163.4,163.4
2022-06-01,164.0,164.0,164.0
2022-07-01,164.6,164.6,164.6
2022-08-01,165.2,165.2,165.2
2022-09-01,165.8,165.8,165.8
2022-10-01,166.4,166.4,166.4
2022-11-01,167.0,167.0,167.0
2022-12-01,167.6,167.6,167.6
