timestamp,q_0.05,q_0.95,q_0.5
2018-08-01,134.2,134.2,134.2
2018-09-01,128.0,128.0,128.0
2018-10-01,124.6,124.6,124.6
2018-11-01,133.8,133.8,133.8
2018-12-01,138.3,138.3,138.3
2019-01-01,141.7,141.7,141.7
2019-02-01,141.7,141.7,141.7
2019-03-01,139.2,139.2,139.2
2019-04-01,138.8,138.8,138.8
2019-05-01,137.2,137.2,137.2
2019-06-01,141.9,141.9,141.9
2019-07-01,141.3,141.3,141.3
2019-08-01,136.0,136.0,136.0
2019-09-01,129.8,129.8,129.8
2019-10-01,126.4,126.4,126.4
2019-11-01,135.6,135.6,135.6
2019-12-01,140.1,140.1,140.1
