timestamp,q_0.05,q_0.95,q_0.5
2021-07-01,155.2,155.2,155.2
2021-08-01,150.6,150.6,150.6
2021-09-01,145.8,145.8,145.8
2021-10-01,146.3,146.3,146.3
2021-11-01,152.5,152.5,152.5
2021-12-01,157.9,157.9,157.9
2022-01-01,163.7,163.7,163.7
2022-02-01,165.2,165.2,165.2
2022-03-01,160.8,160.8,160.8
2022-04-01,156.4,156.4,156.4
2022-05-01,159.2,159.2,159.2
2022-06-01,160.7,160.7,160.7
2022-07-01,162.9,162.9,162.9
2022-08-01,157.5,157.5,157.5
2022-09-01,152.6,152.6,152.6
2022-10-01,151.8,151.8,151.8
2022-11-01,157.4,157.4,157.4
2022-12-01,161.2,161.2,161.2
