timestamp,q_0.05,q_0.95,q_0.5
2018-07-01,139.2,139.2,139.2
2018-08-01,134.5,134.5,134.5
2018-09-01,128.1,128.1,128.1
2018-10-01,126.3,126.3,126.3
2018-11-01,135.4,135.4,135.4
2018-12-01,139.7,139.7,139.7
2019-01-01,142.9,142.9,142.9
2019-02-01,143.1,143.1,143.1
2019-03-01,140.5,140.5,140.5
2019-04-01,139.9,139.9,139.9
2019-05-01,138.3,138.3,138.3
2019-06-01,142.6,142.6,142.6
2019-07-01,141.0,141.0,141.0
2019-08-01,135.3,135.3,135.3
2019-09-01,128.6,128.6,128.6
2019-10-01,126.9,126.9,126.9
2019-11-01,136.0,136.0,136.0
2019-12-01,140.3,140.3,140.3
