timestamp,q_0.05,q_0.95,q_0.5
2020-07-01,157.9,161.6,159.7
2020-08-01,156.97,162.155,159.89999999999998
2020-08-01,156.97,162.155,159.89999999999998
2020-09-01,155.54999999999998,162.41,159.14999999999998
2020-09-01,155.54999999999998,162.41,159.14999999999998
2020-10-01,155.535,163.01,159.6
2020-10-01,155.535,163.01,159.6
2020-11-01,154.84,163.8,159.95
2020-11-01,154.84,163.8,159.95
2020-12-01,155.76,164.35500000000002,160.45
2020-12-01,155.76,164.35500000000002,160.45
2021-01-01,155.445,166.21,161.1
2021-01-01,155.445,166.21,161.1
2021-02-01,157.6,166.665,162.0
2021-03-01,157.49,168.1,162.55
2021-04-01,158.99,168.91,163.2
2021-05-01,158.435,168.5,163.6
2021-06-01,157.935,169.31,163.1
