timestamp,q_0.05,q_0.95,q_0.5
2019-07-01,164.2,164.2,164.2
2019-08-01,164.6,164.6,164.6
2019-09-01,164.3,164.3,164.3
2019-10-01,163.8,163.8,163.8
2019-11-01,164.5,164.5,164.5
2019-12-01,164.9,164.9,164.9
2020-01-01,165.3,165.3,165.3
2020-02-01,165.1,165.1,165.1
2020-03-01,165.6,165.6,165.6
2020-04-01,165.9,165.9,165.9
2020-05-01,167.2,167.2,167.2
2020-06-01,167.5,167.5,167.5
2020-07-01,167.8,167.8,167.8
2020-08-01,168.2,168.2,168.2
2020-09-01,168.7,168.7,168.7
2020-10-01,169.3,169.3,169.3
2020-11-01,170.0,170.0,170.0
2020-12-01,170.5,170.5,170.5
