timestamp,q_0.05,q_0.95,q_0.5
2021-08-01,151.8,151.8,151.8
2021-09-01,147.5,147.5,147.5
2021-10-01,145.3,145.3,145.3
2021-11-01,152.4,152.4,152.4
2021-12-01,155.9,155.9,155.9
2022-01-01,161.8,161.8,161.8
2022-02-01,162.9,162.9,162.9
2022-03-01,158.4,158.4,158.4
2022-04-01,154.2,154.2,154.2
2022-05-01,155.6,155.6,155.6
2022-06-01,157.3,157.3,157.3
2022-07-01,159.8,159.8,159.8
2022-08-01,153.4,153.4,153.4
2022-09-01,148.9,148.9,148.9
2022-10-01,146.7,146.7,146.7
2022-11-01,153.8,153.8,153.8
2022-12-01,156.5,156.5,156.5
