timestamp,q_0.05,q_0.95,q_0.5
2018-08-01,132.4,132.4,132.4
2018-09-01,126.5,126.5,126.5
2018-10-01,124.7,124.7,124.7
2018-11-01,132.0,132.0,132.0
2018-12-01,134.8,134.8,134.8
2019-01-01,138.5,138.5,138.5
2019-02-01,140.2,140.2,140.2
2019-03-01,139.0,139.0,139.0
2019-04-01,138.5,138.5,138.5
2019-05-01,139.2,139.2,139.2
2019-06-01,141.5,141.5,141.5
2019-07-01,140.8,140.8,140.8
2019-08-01,134.9,134.9,134.9
2019-09-01,129.2,129.2,129.2
2019-10-01,128.8,128.8,128.8
2019-11-01,135.5,135.5,135.5
2019-12-01,138.2,138.2,138.2
