timestamp,q_0.05,q_0.95,q_0.5
2018-07-01,138.5,138.5,138.5
2018-08-01,133.2,133.2,133.2
2018-09-01,127.8,127.8,127.8
2018-10-01,124.6,124.6,124.6
2018-11-01,133.9,133.9,133.9
2018-12-01,138.6,138.6,138.6
2019-01-01,142.1,142.1,142.1
2019-02-01,142.3,142.3,142.3
2019-03-01,139.9,139.9,139.9
2019-04-01,139.6,139.6,139.6
2019-05-01,138.2,138.2,138.2
2019-06-01,142.9,142.9,142.9
2019-07-01,141.4,141.4,141.4
2019-08-01,136.0,136.0,136.0
2019-09-01,129.5,129.5,129.5
2019-10-01,126.3,126.3,126.3
2019-11-01,135.6,135.6,135.6
2019-12-01,140.3,140.3,140.3
