timestamp,q_0.05,q_0.95,q_0.5
2020-08-01,155.2,155.2,155.2
2020-09-01,149.8,149.8,149.8
2020-10-01,144.3,144.3,144.3
2020-11-01,152.5,152.5,152.5
2020-12-01,156.8,156.8,156.8
2021-01-01,164.2,164.2,164.2
2021-02-01,163.6,163.6,163.6
2021-03-01,160.7,160.7,160.7
2021-04-01,162.1,162.1,162.1
2021-05-01,159.7,159.7,159.7
2021-06-01,164.9,164.9,164.9
2021-07-01,163.3,163.3,163.3
2021-08-01,156.8,156.8,156.8
2021-09-01,151.2,151.2,151.2
2021-10-01,145.8,145.8,145.8
2021-11-01,153.9,153.9,153.9
2021-12-01,158.2,158.2,158.2
