timestamp,q_0.05,q_0.95,q_0.5
2018-08-01,151.6,151.6,151.6
2018-09-01,151.8,151.8,151.8
2018-10-01,152.0,152.0,152.0
2018-11-01,152.2,152.2,152.2
2018-12-01,152.4,152.4,152.4
2019-01-01,152.6,152.6,152.6
2019-02-01,152.8,152.8,152.8
2019-03-01,153.0,153.0,153.0
2019-04-01,153.2,153.2,153.2
2019-05-01,153.4,153.4,153.4
2019-06-01,153.6,153.6,153.6
2019-07-01,153.8,153.8,153.8
2019-08-01,154.0,154.0,154.0
2019-09-01,154.2,154.2,154.2
2019-10-01,154.4,154.4,154.4
2019-11-01,154.6,154.6,154.6
2019-12-01,154.8,154.8,154.8
