timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,163.0,163.0,163.0
2019-09-01,162.8,162.8,162.8
2019-10-01,162.3,162.3,162.3
2019-11-01,162.6,162.6,162.6
2019-12-01,162.9,162.9,162.9
2020-01-01,163.2,163.2,163.2
2020-02-01,163.5,163.5,163.5
2020-03-01,163.8,163.8,163.8
2020-04-01,164.1,164.1,164.1
2020-05-01,164.4,164.4,164.4
2020-06-01,164.7,164.7,164.7
2020-07-01,165.0,165.0,165.0
2020-08-01,165.3,165.3,165.3
2020-09-01,165.6,165.6,165.6
2020-10-01,165.9,165.9,165.9
2020-11-01,166.2,166.2,166.2
2020-12-01,166.5,166.5,166.5
