timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,178.5,178.5,178.5
2022-09-01,179.5,179.5,179.5
2022-10-01,181.0,181.0,181.0
2022-11-01,182.5,182.5,182.5
2022-12-01,184.0,184.0,184.0
2023-01-01,185.5,185.5,185.5
2023-02-01,187.0,187.0,187.0
2023-03-01,188.5,188.5,188.5
2023-04-01,190.0,190.0,190.0
2023-05-01,191.5,191.5,191.5
2023-06-01,193.0,193.0,193.0
2023-07-01,194.5,194.5,194.5
2023-08-01,196.0,196.0,196.0
2023-09-01,197.5,197.5,197.5
2023-10-01,199.0,199.0,199.0
2023-11-01,200.5,200.5,200.5
2023-12-01,202.0,202.0,202.0
