timestamp,q_0.05,q_0.95,q_0.5
2020-08-01,160.2,160.2,160.2
2020-09-01,156.5,156.5,156.5
2020-10-01,158.3,158.3,158.3
2020-11-01,158.7,158.7,158.7
2020-12-01,159.2,159.2,159.2
2021-01-01,159.2,159.2,159.2
2021-02-01,160.2,160.2,160.2
2021-03-01,160.9,160.9,160.9
2021-04-01,160.0,160.0,160.0
2021-05-01,161.5,161.5,161.5
2021-06-01,160.2,160.2,160.2
2021-07-01,160.4,160.4,160.4
2021-08-01,161.0,161.0,161.0
2021-09-01,157.7,157.7,157.7
2021-10-01,160.0,160.0,160.0
2021-11-01,160.4,160.4,160.4
2021-12-01,160.9,160.9,160.9
