timestamp,q_0.05,q_0.95,q_0.5
2022-07-01,165.945,174.4,170.10000000000002
2022-08-01,162.415,174.03,167.45
2022-09-01,159.315,173.285,164.35000000000002
2022-10-01,158.36,174.125,165.4
2022-11-01,165.525,184.4,175.3
2022-12-01,167.315,188.91,178.5
2023-01-01,168.32,194.735,181.7
2023-02-01,167.905,197.96,180.7
2023-03-01,165.49,195.42,178.75
2023-04-01,161.62,196.66,177.35000000000002
2023-05-01,162.095,201.225,178.9
2023-06-01,163.8,204.81,179.5
2023-07-01,164.185,202.855,179.7
2023-08-01,161.85,201.35,177.7
2023-09-01,162.14499999999998,199.61499999999995,177.0
2023-10-01,158.985,199.0,175.3
2023-11-01,163.94,204.925,182.6
2023-12-01,165.3,207.655,184.25
