timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,165.2,165.2,165.2
2022-09-01,162.4,162.4,162.4
2022-10-01,161.8,161.8,161.8
2022-11-01,169.5,169.5,169.5
2022-12-01,171.2,171.2,171.2
2023-01-01,174.5,174.5,174.5
2023-02-01,175.9,175.9,175.9
2023-03-01,173.8,173.8,173.8
2023-04-01,171.2,171.2,171.2
2023-05-01,177.6,177.6,177.6
2023-06-01,176.5,176.5,176.5
2023-07-01,175.8,175.8,175.8
2023-08-01,173.1,173.1,173.1
2023-09-01,170.2,170.2,170.2
2023-10-01,169.5,169.5,169.5
2023-11-01,177.4,177.4,177.4
2023-12-01,179.1,179.1,179.1
