timestamp,q_0.05,q_0.95,q_0.5
2020-07-01,164.5,164.5,164.5
2020-08-01,156.8,156.8,156.8
2020-09-01,149.2,149.2,149.2
2020-10-01,145.6,145.6,145.6
2020-11-01,153.8,153.8,153.8
2020-12-01,158.2,158.2,158.2
2021-01-01,165.7,165.7,165.7
2021-02-01,167.3,167.3,167.3
2021-03-01,163.5,163.5,163.5
2021-04-01,164.8,164.8,164.8
2021-05-01,162.4,162.4,162.4
2021-06-01,167.9,167.9,167.9
2021-07-01,169.5,169.5,169.5
2021-08-01,161.2,161.2,161.2
2021-09-01,154.6,154.6,154.6
2021-10-01,151.8,151.8,151.8
2021-11-01,161.3,161.3,161.3
2021-12-01,166.7,166.7,166.7
