timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,179.5,179.5,179.5
2022-09-01,178.8,178.8,178.8
2022-10-01,181.1,181.1,181.1
2022-11-01,183.4,183.4,183.4
2022-12-01,186.2,186.2,186.2
2023-01-01,187.3,187.3,187.3
2023-02-01,190.1,190.1,190.1
2023-03-01,194.9,194.9,194.9
2023-04-01,196.7,196.7,196.7
2023-05-01,196.9,196.9,196.9
2023-06-01,199.0,199.0,199.0
2023-07-01,201.5,201.5,201.5
2023-08-01,203.4,203.4,203.4
2023-09-01,202.5,202.5,202.5
2023-10-01,205.1,205.1,205.1
2023-11-01,207.7,207.7,207.7
2023-12-01,210.8,210.8,210.8
