timestamp,q_0.05,q_0.95,q_0.5
2020-08-01,160.0,160.0,160.0
2020-09-01,160.5,160.5,160.5
2020-10-01,161.0,161.0,161.0
2020-11-01,161.5,161.5,161.5
2020-12-01,162.0,162.0,162.0
2021-01-01,162.5,162.5,162.5
2021-02-01,163.0,163.0,163.0
2021-03-01,163.5,163.5,163.5
2021-04-01,164.0,164.0,164.0
2021-05-01,164.5,164.5,164.5
2021-06-01,165.0,165.0,165.0
2021-07-01,165.5,165.5,165.5
2021-08-01,166.0,166.0,166.0
2021-09-01,166.5,166.5,166.5
2021-10-01,167.0,167.0,167.0
2021-11-01,167.5,167.5,167.5
2021-12-01,168.0,168.0,168.0
