timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,154.2,154.2,154.2
2019-09-01,148.5,148.5,148.5
2019-10-01,147.3,147.3,147.3
2019-11-01,155.6,155.6,155.6
2019-12-01,158.9,158.9,158.9
2020-01-01,162.4,162.4,162.4
2020-02-01,165.8,165.8,165.8
2020-03-01,164.2,164.2,164.2
2020-04-01,163.5,163.5,163.5
2020-05-01,164.1,164.1,164.1
2020-06-01,166.8,166.8,166.8
2020-07-01,166.2,166.2,166.2
2020-08-01,159.4,159.4,159.4
2020-09-01,153.5,153.5,153.5
2020-10-01,154.3,154.3,154.3
2020-11-01,161.9,161.9,161.9
2020-12-01,166.8,166.8,166.8
