timestamp,q_0.05,q_0.95,q_0.5
2020-07-01,165.2,165.2,165.2
2020-08-01,161.3,161.3,161.3
2020-09-01,154.7,154.7,154.7
2020-10-01,153.6,153.6,153.6
2020-11-01,158.9,158.9,158.9
2020-12-01,162.8,162.8,162.8
2021-01-01,168.3,168.3,168.3
2021-02-01,169.7,169.7,169.7
2021-03-01,173.2,173.2,173.2
2021-04-01,171.1,171.1,171.1
2021-05-01,170.3,170.3,170.3
2021-06-01,175.6,175.6,175.6
2021-07-01,178.9,178.9,178.9
2021-08-01,174.0,174.0,174.0
2021-09-01,167.4,167.4,167.4
2021-10-01,166.3,166.3,166.3
2021-11-01,171.6,171.6,171.6
2021-12-01,175.5,175.5,175.5
