timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,162.2,162.2,162.2
2019-09-01,161.9,161.9,161.9
2019-10-01,160.1,160.1,160.1
2019-11-01,161.3,161.3,161.3
2019-12-01,160.8,160.8,160.8
2020-01-01,162.3,162.3,162.3
2020-02-01,161.9,161.9,161.9
2020-03-01,161.4,161.4,161.4
2020-04-01,161.8,161.8,161.8
2020-05-01,162.4,162.4,162.4
2020-06-01,165.3,165.3,165.3
2020-07-01,163.2,163.2,163.2
2020-08-01,164.2,164.2,164.2
2020-09-01,163.9,163.9,163.9
2020-10-01,162.1,162.1,162.1
2020-11-01,163.3,163.3,163.3
2020-12-01,162.8,162.8,162.8
