timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,163.0,163.0,163.0
2019-09-01,164.0,164.0,164.0
2019-10-01,165.0,165.0,165.0
2019-11-01,166.0,166.0,166.0
2019-12-01,167.0,167.0,167.0
2020-01-01,168.0,168.0,168.0
2020-02-01,169.0,169.0,169.0
2020-03-01,170.0,170.0,170.0
2020-04-01,171.0,171.0,171.0
2020-05-01,172.0,172.0,172.0
2020-06-01,173.0,173.0,173.0
2020-07-01,174.0,174.0,174.0
2020-08-01,175.0,175.0,175.0
2020-09-01,176.0,176.0,176.0
2020-10-01,177.0,177.0,177.0
2020-11-01,178.0,178.0,178.0
2020-12-01,179.0,179.0,179.0
