timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,177.5,177.5,177.5
2022-09-01,178.5,178.5,178.5
2022-10-01,179.5,179.5,179.5
2022-11-01,180.5,180.5,180.5
2022-12-01,181.5,181.5,181.5
2023-01-01,182.5,182.5,182.5
2023-02-01,183.5,183.5,183.5
2023-03-01,184.5,184.5,184.5
2023-04-01,185.5,185.5,185.5
2023-05-01,186.5,186.5,186.5
2023-06-01,187.5,187.5,187.5
2023-07-01,188.5,188.5,188.5
2023-08-01,189.5,189.5,189.5
2023-09-01,190.5,190.5,190.5
2023-10-01,191.5,191.5,191.5
2023-11-01,192.5,192.5,192.5
2023-12-01,193.5,193.5,193.5
