timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,165.2,165.2,165.2
2022-09-01,159.8,159.8,159.8
2022-10-01,157.4,157.4,157.4
2022-11-01,164.5,164.5,164.5
2022-12-01,168.2,168.2,168.2
2023-01-01,172.6,172.6,172.6
2023-02-01,175.8,175.8,175.8
2023-03-01,173.4,173.4,173.4
2023-04-01,171.2,171.2,171.2
2023-05-01,173.5,173.5,173.5
2023-06-01,174.8,174.8,174.8
2023-07-01,175.2,175.2,175.2
2023-08-01,168.4,168.4,168.4
2023-09-01,162.5,162.5,162.5
2023-10-01,160.8,160.8,160.8
2023-11-01,167.9,167.9,167.9
2023-12-01,171.2,171.2,171.2
