3,Crop production index (2014-2016 = 100)
1961.0,18.13
1962.0,27.21
1963.0,31.3
1964.0,27.58
1965.0,30.87
1966.0,36.24
1967.0,29.01
1968.0,32.68
1969.0,34.21
1970.0,30.69
1971.0,37.78
1972.0,33.66
1973.0,35.23
1974.0,31.14
1975.0,36.99
1976.0,40.45
1977.0,41.62
1978.0,44.44
1979.0,40.56
1980.0,42.55
1981.0,48.7
1982.0,52.01
1983.0,48.08
1984.0,46.41
1985.0,51.13
1986.0,58.02
1987.0,55.27
1988.0,42.16
1989.0,50.69
1990.0,58.92
1991.0,57.97
1992.0,54.5
1993.0,59.59
1994.0,61.44
1995.0,62.53
1996.0,65.88
1997.0,62.92
1998.0,67.36
1999.0,72.89
2000.0,68.92
2001.0,56.67
2002.0,49.85
2003.0,64.53
2004.0,69.88
2005.0,73.33
2006.0,70.82
2007.0,69.56
2008.0,82.41
2009.0,80.15
2010.0,78.66
2011.0,81.26
2012.0,85.67
2013.0,106.59
2014.0,93.45
2015.0,98.52
2016.0,108.03
2017.0,107.87
2018.0,107.06
2019.0,107.23
2020.0,111.22
2021.0,84.04
2022.0,107.97
