timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,140.3,140.3,140.3
2022-09-01,135.2,135.2,135.2
2022-10-01,134.0,134.0,134.0
2022-11-01,143.1,143.1,143.1
2022-12-01,146.2,146.2,146.2
2023-01-01,150.2,150.2,150.2
2023-02-01,152.3,152.3,152.3
2023-03-01,150.4,150.4,150.4
2023-04-01,148.9,148.9,148.9
2023-05-01,150.7,150.7,150.7
2023-06-01,151.6,151.6,151.6
2023-07-01,152.0,152.0,152.0
2023-08-01,142.5,142.5,142.5
2023-09-01,138.2,138.2,138.2
2023-10-01,136.1,136.1,136.1
2023-11-01,145.8,145.8,145.8
2023-12-01,149.3,149.3,149.3
