timestamp,q_0.05,q_0.95,q_0.5
2020-08-01,156.7,156.7,156.7
2020-09-01,150.0,150.0,150.0
2020-10-01,145.5,145.5,145.5
2020-11-01,153.3,153.3,153.3
2020-12-01,158.2,158.2,158.2
2021-01-01,162.2,162.2,162.2
2021-02-01,165.1,165.1,165.1
2021-03-01,163.5,163.5,163.5
2021-04-01,162.7,162.7,162.7
2021-05-01,160.3,160.3,160.3
2021-06-01,164.4,164.4,164.4
2021-07-01,166.9,166.9,166.9
2021-08-01,156.4,156.4,156.4
2021-09-01,149.5,149.5,149.5
2021-10-01,145.1,145.1,145.1
2021-11-01,152.8,152.8,152.8
2021-12-01,157.7,157.7,157.7
