timestamp,q_0.05,q_0.95,q_0.5
2018-07-01,136.2,136.2,136.2
2018-08-01,140.4,140.4,140.4
2018-09-01,137.8,137.8,137.8
2018-10-01,141.1,141.1,141.1
2018-11-01,139.5,139.5,139.5
2018-12-01,137.7,137.7,137.7
2019-01-01,138.2,138.2,138.2
2019-02-01,139.0,139.0,139.0
2019-03-01,140.5,140.5,140.5
2019-04-01,139.8,139.8,139.8
2019-05-01,141.2,141.2,141.2
2019-06-01,140.8,140.8,140.8
2019-07-01,139.9,139.9,139.9
2019-08-01,137.4,137.4,137.4
2019-09-01,136.5,136.5,136.5
2019-10-01,137.9,137.9,137.9
2019-11-01,138.1,138.1,138.1
2019-12-01,137.6,137.6,137.6
