timestamp,q_0.05,q_0.95,q_0.5
2022-07-01,174.1,179.7,176.9
2022-08-01,174.47,180.71,177.89999999999998
2022-09-01,172.345,181.755,177.9
2022-10-01,173.235,183.03,178.15
2022-11-01,170.96,186.055,178.4
2022-12-01,171.235,187.47,179.6
2023-01-01,168.635,188.545,179.75
2023-02-01,168.97,189.655,180.7
2023-03-01,168.015,191.29,181.8
2023-04-01,168.205,191.74,181.6
2023-05-01,167.63500000000002,193.06,182.15
2023-06-01,166.86,193.165,182.05
2023-07-01,165.985,194.65,183.2
2023-08-01,166.615,196.25,183.45
2023-09-01,165.735,198.2,183.55
2023-10-01,166.315,199.37,184.15
2023-11-01,165.82,200.925,184.95
2023-12-01,166.08,202.97,186.0
