timestamp,q_0.05,q_0.95,q_0.5
2022-08-01,157.8,157.8,157.8
2022-09-01,151.4,151.4,151.4
2022-10-01,149.8,149.8,149.8
2022-11-01,157.5,157.5,157.5
2022-12-01,159.3,159.3,159.3
2023-01-01,164.8,164.8,164.8
2023-02-01,170.2,170.2,170.2
2023-03-01,167.5,167.5,167.5
2023-04-01,165.8,165.8,165.8
2023-05-01,168.9,168.9,168.9
2023-06-01,170.1,170.1,170.1
2023-07-01,170.4,170.4,170.4
2023-08-01,163.2,163.2,163.2
2023-09-01,157.5,157.5,157.5
2023-10-01,155.2,155.2,155.2
2023-11-01,162.8,162.8,162.8
2023-12-01,165.5,165.5,165.5
