timestamp,q_0.05,q_0.95,q_0.5
2019-08-01,152.8,152.8,152.8
2019-09-01,147.2,147.2,147.2
2019-10-01,145.8,145.8,145.8
2019-11-01,154.6,154.6,154.6
2019-12-01,162.4,162.4,162.4
2020-01-01,165.8,165.8,165.8
2020-02-01,168.2,168.2,168.2
2020-03-01,166.5,166.5,166.5
2020-04-01,165.3,165.3,165.3
2020-05-01,165.8,165.8,165.8
2020-06-01,171.8,171.8,171.8
2020-07-01,169.5,169.5,169.5
2020-08-01,163.6,163.6,163.6
2020-09-01,157.7,157.7,157.7
2020-10-01,156.2,156.2,156.2
2020-11-01,165.4,165.4,165.4
2020-12-01,173.8,173.8,173.8
